date,Panther_retail_Lester,Panther_lodging_Kirk,Panther_office_Clementine,Panther_education_Misty,Panther_education_Violet,Panther_education_Cleopatra,Panther_lodging_Willa,Panther_education_Scarlett,Panther_education_Sophia,Panther_education_Emily,Panther_parking_Mellissa,Panther_education_Mohammad,Panther_lodging_Cora,Panther_education_Edna,Panther_lodging_Kara
2016-01-01 23:00:00,15.483,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 00:00:00,15.603,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 01:00:00,15.603,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 02:00:00,15.723,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 03:00:00,15.603,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 04:00:00,15.723,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 05:00:00,15.603,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 06:00:00,15.603,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 07:00:00,15.483,18.0035,16.5632,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 08:00:00,15.603,18.0035,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 09:00:00,15.483,18.0035,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 10:00:00,15.363,18.0035,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 11:00:00,15.363,16.5032,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 12:00:00,15.483,18.4035,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 13:00:00,15.9631,18.4035,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 14:00:00,16.0831,16.9533,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,20.4039,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 15:00:00,16.8033,16.9533,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,39.2076,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 16:00:00,16.8033,16.9533,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,39.2076,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 17:00:00,16.2031,16.9533,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,39.2076,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 18:00:00,15.723,16.9533,16.0831,10.322,36.487,1.4003,25.6049,0.02,34.4067,39.2076,5.121,24.9648,20.554,21.004,29.6057
2016-01-02 19:00:00,15.603,16.9533,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,39.2076,5.121,30.966,20.554,21.004,29.6057
2016-01-02 20:00:00,15.603,16.9533,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,39.2076,5.121,30.966,20.554,21.004,29.6057
2016-01-02 21:00:00,15.603,16.9533,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,39.2076,5.121,30.966,20.554,21.004,29.6057
2016-01-02 22:00:00,15.363,16.9533,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,39.2076,5.121,30.966,20.554,21.004,29.6057
2016-01-02 23:00:00,15.483,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 00:00:00,15.483,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 01:00:00,15.603,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 02:00:00,15.603,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 03:00:00,15.723,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 04:00:00,15.723,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 05:00:00,15.603,16.5032,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 06:00:00,15.483,20.0039,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 07:00:00,15.603,20.0039,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 08:00:00,15.363,20.0039,16.0831,10.322,35.8469,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 09:00:00,15.483,20.0039,16.0831,10.322,31.046,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 10:00:00,15.363,20.0039,16.0831,10.322,31.046,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 11:00:00,15.363,20.0039,18.2435,10.322,31.046,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 12:00:00,15.363,20.4039,18.2435,10.322,31.046,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 13:00:00,15.363,20.4039,18.2435,10.322,32.3262,1.4003,25.6049,0.02,34.4067,32.8063,5.121,30.966,20.554,21.004,29.6057
2016-01-03 14:00:00,15.2429,20.4039,18.2435,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,30.966,20.554,21.004,29.6057
2016-01-03 15:00:00,15.363,20.4039,18.2435,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 16:00:00,15.363,20.4039,1.1042,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 17:00:00,15.483,20.4039,1.1042,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 18:00:00,15.2429,20.4039,18.7236,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 19:00:00,15.483,20.4039,18.7236,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 20:00:00,15.363,20.4039,18.7236,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 21:00:00,15.483,20.4039,18.7236,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 22:00:00,15.483,20.4039,18.7236,10.322,32.3262,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-03 23:00:00,15.483,20.4039,0.7771,10.322,32.3262,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-04 00:00:00,15.603,20.4039,0.7771,10.322,32.3262,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-04 01:00:00,15.603,20.4039,0.7771,10.322,32.3262,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.004,29.6057
2016-01-04 02:00:00,15.603,21.6042,0.7771,10.322,32.3262,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 03:00:00,15.603,21.6042,0.7771,10.322,36.487,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 04:00:00,15.483,21.6042,0.7771,10.322,36.487,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 05:00:00,15.483,21.6042,0.7771,10.322,36.487,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 06:00:00,20.1639,21.6042,0.7771,10.322,36.487,1.4403,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 07:00:00,23.2845,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 08:00:00,23.0444,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 09:00:00,23.5245,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 10:00:00,20.4039,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 11:00:00,15.603,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 12:00:00,12.9625,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 13:00:00,16.4432,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 14:00:00,14.1627,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 15:00:00,13.0825,21.6042,0.7771,10.322,36.487,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,14.6028,29.6057
2016-01-04 16:00:00,13.6826,21.6042,0.7771,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 17:00:00,12.3624,21.6042,0.7771,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 18:00:00,11.8823,21.6042,0.7771,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 19:00:00,11.4022,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 20:00:00,13.0825,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 21:00:00,13.4426,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 22:00:00,13.2026,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-04 23:00:00,13.4426,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 00:00:00,13.8027,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 01:00:00,14.0427,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 02:00:00,13.9227,21.6042,18.9637,10.322,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 03:00:00,14.0427,21.6042,18.9637,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 04:00:00,14.2828,21.6042,18.9637,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 05:00:00,13.6826,21.6042,18.9637,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 06:00:00,19.0837,21.6042,18.9637,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 07:00:00,22.6844,21.6042,18.9637,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 08:00:00,25.3249,21.6042,18.9637,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 09:00:00,20.1639,21.6042,21.6042,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 10:00:00,16.4432,21.6042,21.6042,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 11:00:00,14.5228,21.6042,21.8442,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 12:00:00,13.6826,21.6042,21.8442,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 13:00:00,12.9625,21.6042,21.3641,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 14:00:00,13.2026,21.6042,21.3641,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 15:00:00,14.8829,21.6042,21.3641,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 16:00:00,13.6826,21.6042,21.3641,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 17:00:00,13.0825,21.6042,21.3641,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 18:00:00,12.6024,21.6042,21.3641,4.0808,38.0874,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 19:00:00,11.7623,21.6042,21.3641,4.0808,33.2864,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 20:00:00,11.8823,21.6042,21.3641,4.0808,33.2864,1.4003,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 21:00:00,11.7623,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 22:00:00,11.7623,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-05 23:00:00,11.7623,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 00:00:00,11.7623,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,46.409,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 01:00:00,11.8823,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 02:00:00,11.8823,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 03:00:00,11.7623,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 04:00:00,11.8823,21.6042,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 05:00:00,11.7623,30.0058,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 06:00:00,12.1223,30.0058,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 07:00:00,12.0023,30.0058,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 08:00:00,12.8425,30.0058,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 09:00:00,13.2026,30.0058,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 10:00:00,12.9625,30.0058,21.3641,4.0808,33.2864,1.3203,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 11:00:00,13.3226,38.3574,21.3641,4.0808,33.2864,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 12:00:00,13.4426,38.3574,21.3641,4.0808,33.2864,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 13:00:00,13.0825,38.3574,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 14:00:00,13.8027,38.3574,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 15:00:00,14.1627,38.3574,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 16:00:00,13.9227,19.0537,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 17:00:00,13.2026,19.0537,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 18:00:00,12.3624,19.0537,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 19:00:00,12.2424,19.0537,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 20:00:00,12.2424,19.0537,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 21:00:00,11.6422,19.0537,21.3641,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 22:00:00,11.6422,19.0537,0.6851,4.0808,39.6876,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-06 23:00:00,11.6422,19.0537,0.6851,4.0808,35.5269,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-07 00:00:00,11.7623,19.0537,0.6851,4.0808,35.5269,1.2803,25.6049,0.02,34.4067,16.8033,5.121,0.5031,20.554,21.2041,29.6057
2016-01-07 01:00:00,11.7623,19.0537,0.6851,4.0808,35.5269,1.2803,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 02:00:00,11.7623,20.804,0.6851,4.0808,35.5269,1.2803,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 03:00:00,11.6422,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 04:00:00,11.8823,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 05:00:00,11.6422,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 06:00:00,12.0023,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 07:00:00,12.0023,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 08:00:00,14.6428,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 09:00:00,16.9233,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 10:00:00,14.0427,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 11:00:00,14.5228,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 12:00:00,14.4028,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 13:00:00,14.4028,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 14:00:00,16.5632,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 15:00:00,17.7634,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 16:00:00,16.9233,20.804,0.6851,4.0808,35.5269,0.5601,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,21.2041,29.6057
2016-01-07 17:00:00,15.8431,14.4028,0.6851,4.0808,36.487,1.2002,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,24.6047,29.6057
2016-01-07 18:00:00,12.9625,14.4028,0.6851,4.0808,36.487,1.2002,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,24.6047,29.6057
2016-01-07 19:00:00,11.7623,14.4028,0.6851,4.0808,38.4074,1.2002,25.6049,0.02,34.4067,16.8033,4.5609,0.5031,20.554,24.6047,29.6057
